745	1	11	4.583	
750	0	10	4.123	
750	1	11	4.123	
755	0	10	4.359	
755	1	11	3.464	
760	0	10	4.123	
760	1	11	4.472	
765	0	10	3.000	
765	1	11	2.828	
770	0	10	3.742	
770	1	11	4.243	
775	0	10	4.359	
775	1	11	2.449	
780	0	10	3.000	
780	1	11	3.606	
785	0	10	4.583	
785	1	11	4.472	
790	0	10	3.162	
790	1	11	1.732	
795	0	10	4.243	
795	1	11	5.000	
800	0	10	4.123	
800	1	11	3.162	
805	0	10	3.606	
805	1	11	2.236	
810	0	10	4.123	
810	1	11	6.000	
815	0	10	2.449	
815	1	11	3.606	
820	0	10	2.236	
820	1	11	5.000	
825	0	10	5.099	
825	1	11	5.000	
830	0	10	3.742	
830	1	11	2.828	
835	0	10	5.099	
835	1	11	4.243	
840	0	10	5.745	
840	1	11	5.196	
845	0	10	3.742	
845	1	11	3.606	
850	0	10	5.099	
850	1	11	4.243	
855	0	10	4.472	
855	1	11	3.464	
860	0	10	3.162	
860	1	11	1.414	
865	0	10	1.414	
865	1	11	1.414	
870	0	10	3.000	
870	1	11	4.123	
875	0	10	2.449	
875	1	11	2.236	
880	0	10	5.196	
880	1	11	3.000	
885	0	10	4.359	
885	1	11	3.317	
890	0	10	3.162	
890	1	11	3.162	
895	0	10	7.348	
895	1	11	5.099	
900	0	10	4.583	
900	1	11	2.828	
905	0	10	3.000	
905	1	11	3.606	
910	0	10	3.606	
910	1	11	3.162	
915	0	10	3.000	
915	1	11	2.236	
920	0	10	4.243	
920	1	11	4.472	
925	0	10	3.606	
925	1	11	3.317	
930	0	10	5.477	
930	1	11	4.472	
935	0	10	3.317	
935	1	11	4.000	
940	0	10	3.162	
940	1	11	3.000	
945	0	10	6.403	
945	1	11	4.359	
950	0	10	7.550	
950	1	11	8.246	
955	0	10	6.708	
955	1	11	6.403	
960	0	10	3.742	
960	1	11	1.414	
965	0	10	5.745	
965	1	11	5.196	
970	0	10	6.403	
970	1	11	5.477	
975	0	10	4.123	
975	1	11	4.243	
980	0	10	3.162	
980	1	11	3.742	
985	0	10	3.742	
985	1	11	3.317	
990	0	10	2.449	
990	1	11	3.317	
995	0	10	4.359	
995	1	11	3.606	
1000	0	10	3.000	
1000	1	11	3.000	
1005	0	10	4.123	
1005	1	11	2.449	
1010	0	10	4.899	
1010	1	11	5.657	
1015	0	10	4.583	
1015	1	11	3.464	
1020	0	10	3.000	
1020	1	11	3.000	
